,routeid,created_utc,activitytype,latitude,longitude,distance_m,n_points,zipcode
54,ea746170532ef0a5fe5b5f155b77d0c6,2010-04-28 17:08:46.556000,Running,42.34144,-71.1246,11553.4820285,114,02446
55,11d723011d74de24cc8c16290695ac59,2010-04-29 16:39:30.309000,Running,42.350552,-71.110924,8140.92335822,20,02446
56,d833b6c12796c7e753c3f0e4652286f8,2010-04-29 16:53:11.590000,Running,42.318957,-71.053519,10497.6022709,108,1247
57,100568511a6fcf1129c631addc0b467a,2010-04-29 20:29:08.860000,Running,42.35087,-71.08941,5009.95838763,49,02115
58,5d44a879809eaa724d4466f307773b96,2010-05-01 03:42:12.048000,Running,42.33815,-71.013004,7131.32333323,28,02127
59,b16f4ed44e9f8987579d509350ac7b1e,2010-05-01 04:12:45.286000,Running,42.340442,-71.113006,5694.62352451,93,02446
60,6df68db2f2b432ee1d6a6d178b5bee95,2010-05-01 04:18:59.454000,Running,42.34014,-71.081003,8425.94756819,122,02118
61,faa77ef659d64dc32c302ba2108fa759,2010-05-01 04:35:44.459000,Running,42.340529,-71.113806,7608.23172651,140,02446
62,28168a15779d45b07cb324691d2a222f,2010-05-01 18:36:42.185000,Running,42.34704,-71.140675,7965.07436741,114,02135
63,cb1253bf2e973eb5acb6da7181ce19df,2010-05-01 22:09:46.199000,Running,42.347928,-71.138572,7883.10315905,120,02134
64,5496d5d965200c6b7eef094214cb47e4,2010-05-02 01:30:29.062000,Running,42.347136,-71.116465,19308.675345,48,7104
65,871d35159fcee7712566a750b8024d23,2010-05-02 11:01:55.138000,Cycling,42.330547,-71.041294,7284.57421696,46,4005
66,a0ba123c3a4cf247b86d770df03a89ab,2010-05-02 22:28:02.276000,Running,42.338488,-71.189076,5095.21811578,51,02459
67,7628f592a62b474d7c13adfcd06b0c09,2010-05-02 22:35:40.703000,Running,42.336335,-71.18936,8703.08935495,103,02459
68,59ed0cfd2861db36b85a42fac2bfab06,2010-05-03 00:06:07.301000,Running,42.350707,-71.075275,6766.13807649,34,02116
69,36bc3ab0051ec703fe1ab5491b627069,2010-05-03 18:20:19.784000,Running,42.374485,-71.164957,3303.94812634,105,1353
70,ac1e4cba29522f7857fa497910c1181a,2010-05-03 18:28:59.500000,Running,42.376935,-71.164944,4802.47548734,126,1312
71,78183bcdd2239e8a14df2e6e8067207a,2010-05-03 18:36:33.502000,Running,42.376122,-71.165225,7845.48672237,144,1312
72,bfe18a64e76c6f64a412560846145dd3,2010-05-04 12:42:13.462000,Cycling,42.330448,-71.046276,13081.0250903,68,2933
73,b8f8dcb9a8bbf0aeb0866a4721e2cb6a,2010-05-04 19:18:31.864000,Running,42.33761,-71.02231,2869.34837339,25,02127
74,b2bdc2714e8670a50116a7f4112f84b2,2010-05-04 19:19:23.503000,Running,42.290276,-71.071832,7827.86628018,17,3502
75,2f6ca001784cb3057fc8596047b0a9d6,2010-05-04 19:40:15.942000,Running,42.33396,-71.035397,6543.20076861,13,3140
76,bd31cdfca1761874b652698003bd8554,2010-05-04 19:42:05.541000,Running,42.374462,-71.165022,9476.99870161,290,1316
77,f7e5a1e6bb7af3de71f1514dc405b4df,2010-05-04 20:13:04.663000,Running,42.347245,-71.140702,6359.27954193,185,02135
78,4cd71438bfc0042ce1a4b5b326f5896f,2010-05-04 20:59:32.789000,Running,42.336493,-71.03558,7383.87414302,33,1539
79,d3b7860498d196ced6ee2604ada91439,2010-05-05 03:45:44.842000,Running,42.308304,-71.092549,4849.79939365,41,02119
80,7fbb822df7a0d0fe95638dfec0e1c97b,2010-05-05 11:31:24.652000,Running,42.37697,-71.16486,6631.45916048,116,1312
81,5edc1534da6bceeae19556f9974f82cd,2010-05-05 18:30:28.211000,Running,42.37697,-71.16485,13194.9747515,217,1312
82,9e8a518cabf37d132bfef698f5135c1f,2010-05-05 19:07:55.299000,Running,42.37701,-71.16484,12958.3605671,245,1312
83,713214395bdc7b2e6092638b83a97b63,2010-05-06 17:15:47.197000,Running,42.355957,-71.070974,1012.63454275,3,3421
84,a24db6a22a216f68f3e9348b6c92a4b6,2010-05-06 21:54:15.392000,Cycling,42.33067,-71.035332,9207.69662494,33,4237
85,b27fd63838b52c28144b9da33429a4e3,2010-05-07 14:37:31.007000,Running,42.361072,-71.099242,3514.03721421,7,02139
86,82321480bf1bc0c78343792de932e9f5,2010-05-07 14:38:34.312000,Running,42.36104,-71.099242,3559.90153105,11,02139
87,3435bd8f7bbe883313ae08535513ef4d,2010-05-09 05:18:09.238000,Running,42.27501,-71.17647,5018.13906503,80,6919
88,23211d4c04cc5df9333e0a6836a4487a,2010-05-09 16:35:49.319000,Running,42.346276,-71.107154,12950.6061005,36,02446
89,3f168d93f9e71d67f045582025d98ac5,2010-05-10 18:29:19.676000,Running,42.27167,-71.18063,1932.12969786,34,6900
90,370262bfa9e81c2a3a43c3cb6d74166f,2010-05-11 16:33:17.478000,Running,42.34155,-71.125264,7469.13942045,84,02446
91,84890792868159b78f94e9be611533f2,2010-05-11 17:38:44.014000,Running,42.35417,-71.07932,8465.78813037,121,02116
92,1f7be26f106f37a1e9894d0f66f15138,2010-05-11 18:34:45.311000,Running,42.362442,-71.079042,3551.50229248,13,02142
93,b62df8f0fe5e4b197c177aebaf02f8f5,2010-05-12 04:26:42.626000,Running,42.344944,-71.118705,24055.8949111,113,02446
94,873bf067fb3f89ca034fb27cbda53957,2010-05-12 14:25:40.033000,Running,42.32555,-71.11545,2869.23919006,87,02130
95,434539c6110b96c821bd4b0530ac0cee,2010-05-12 19:41:03.379000,Running,42.37511,-71.10251,7772.7495341,149,4323
96,b214ae4c7147bdff7527abd940eb0935,2010-05-14 13:56:23.673000,Running,42.34199,-71.087411,2580.77807975,74,4345
97,4f8dee8acec44381f63b821a5b799b29,2010-05-14 14:03:41.951000,Running,42.341974,-71.087422,5462.34242656,71,4345
98,7a9bc2555413719407e700438b620b75,2010-05-14 18:20:27.854000,Running,42.34409,-71.11919,14473.4395501,96,02446
99,5f76fd172d75d7dd62777e0d7817cfc5,2010-05-17 20:23:38.178000,Running,42.34149,-71.12437,8059.19503264,124,02446
100,5fb58f6e5884e252c11ad766fba94fbf,2010-05-18 01:11:24.419000,Running,42.34167,-71.08786,3978.94359608,72,02115
101,d7e1178460edb77d039df8d4fce4578f,2010-05-18 19:20:32.983000,Running,42.34167,-71.08786,8942.4419455,101,02115
102,43d3a38288c2d0e9ccf098e35df036da,2010-05-18 20:18:49.850000,Running,42.34167,-71.08786,10396.9863037,124,02115
103,6b4b073f18acedfe8fad2bdfa69a87b8,2010-05-19 16:41:50.738000,Running,42.362445,-71.168199,11567.1438976,64,02135
104,e58285e040ae529eb8c927792c29acc3,2010-05-19 19:38:54.429000,Cycling,42.38916,-71.14601,3552.5784425,61,1115
105,40fc6970cf4951b168d0a86362cc34b8,2010-05-19 19:44:19.409000,Cycling,42.38156,-71.11631,3466.61530469,49,02138
106,503c247659835f7a378be6f22ae465ec,2010-05-19 22:01:05.417000,Running,42.38916,-71.14601,3502.75513826,66,1115
107,807aa9d18fd4190c6cf633da89fdcc49,2010-05-20 14:40:12.910000,Running,42.34919,-71.04569,8136.06027755,70,02210
108,0971bcdd724b008e1b6466d231fee565,2010-05-20 18:50:03.143000,Running,42.34733,-71.0759,7159.4663298,132,02116
109,e40b66c9e7dd0d094155a3de9e2dea14,2010-05-20 20:16:04.551000,Running,42.34701,-71.07582,8422.2269698,116,02116
110,a1ceb2d2f1f88d7e36332167b979b00f,2010-05-20 20:19:40.437000,Running,42.34781,-71.08586,7845.37428665,106,3104
111,717b6886f3bb7e948e08a7a62fa2e36c,2010-05-20 20:46:09.344000,Running,42.34781,-71.08586,11490.3512693,190,3104
112,043b214a947f94f0df7d36eea620533a,2010-05-20 23:20:29.671000,Running,42.34462,-71.03747,6139.9445926,58,2303
113,65217b472ac5a0500fbbadea83f97ed3,2010-05-20 23:30:44.381000,Running,42.34427,-71.12964,6667.06538231,110,2762
114,56784475da0e067e4419656810f7ef66,2010-05-21 05:42:00.598000,Running,42.38156,-71.11631,4042.31191764,63,02138
115,827c642d32127e08ee8752c29d7488ae,2010-05-21 06:10:07.664000,Cycling,42.37298,-71.1198,3798.42634342,52,4909
116,29e1a1861cbc9b0199d213b0460d032f,2010-05-21 13:42:31.575000,Running,42.27514,-71.17997,5126.08711351,86,6926
117,a5e52d851f0d8b090faeb2bcfc2721c3,2010-05-21 21:30:28.086000,Running,42.34333,-71.03714,8902.37288743,140,US
118,5a9125b9391430276e069a50f9c74fe8,2010-05-23 15:42:03.288000,Running,42.347602,-71.102529,16139.8021164,62,3151
119,452c50a31047f0c80198fa086a71103c,2010-05-23 22:25:32.161000,Running,42.366159,-71.069498,4569.33190733,71,3266
120,77ab1a239d2c25ad45868995840668ab,2010-05-24 16:32:33.249000,Running,42.347855,-71.085818,6046.22618904,47,02115
121,110830e6b01e365cc8f3894b159fb3f7,2010-05-24 16:36:45.430000,Running,42.34784,-71.085818,7853.49449824,57,02115
122,e6cf070f0811d93644dd4d61f07210f1,2010-05-24 16:46:03.074000,Running,42.347895,-71.085577,10933.0035974,197,02115
123,abadbc9f6248922750cb4ab4dd3e305b,2010-05-24 18:28:46.270000,Running,42.360338,-71.069925,5161.13981022,54,02114
124,a10dbd54554727e55295888a4bd6c5a2,2010-05-24 19:19:23.078000,Running,42.393086,-71.125202,15177.2112542,44,02140
125,64e5839ed971c06bb489213a659be0d5,2010-05-24 20:51:11.644000,Running,42.362747,-71.091611,5155.14312099,77,02139
126,9a8acaa38c6d02d0ffd0d8fb427e4c0b,2010-05-24 22:32:16.112000,Running,42.361585,-71.072865,6029.71996506,32,02114
127,4977d2783dd84cd54ba72105ff054b0d,2010-05-25 13:31:53.318000,Running,42.352731,-71.086556,6087.91955479,31,US
128,9e5f294ff3d26d2d4f8cac55183eeab5,2010-05-25 13:33:37.265000,Running,42.352242,-71.088654,4520.63549031,25,02115
129,275e30b2444d41625464b6b057add062,2010-05-26 18:31:27.380000,Running,42.361596,-71.105984,3228.98371271,19,02139
130,7b7d96080104191de044b9cc76a222b3,2010-05-27 00:01:56.073000,Running,42.381016,-71.097112,8169.75043894,98,3039
131,90fd581a4da8d2a2bcebf9368544e90e,2010-05-27 00:06:04.161000,Running,42.38113,-71.09705,7024.14874163,74,3036
132,39bd26dee57693db419f4a4003ccaded,2010-05-27 15:38:18.825000,Running,42.351042,-71.070405,3372.16379747,13,02116
133,600337691832a864a62008cf08ac877d,2010-05-28 19:33:15.811000,Running,42.36776,-71.1945,7207.08798203,129,2320
134,e2ce20341fe91eb866a6270c9d73f31a,2010-05-28 21:30:03.980000,Running,42.347435,-71.093949,7982.98774563,62,3534
135,2c209429cc5ad6ad008c6b14db8da535,2010-05-28 21:41:08.279000,Running,42.347455,-71.093965,8701.40974949,157,3534
136,db64fc2f2fd25890e5de636e31840794,2010-05-29 13:21:52.462000,Running,42.354772,-71.051362,20767.7215122,160,02110
137,091338c5a172cd20709b78481fc93e02,2010-05-30 00:30:13.672000,Running,42.353479,-71.048971,20527.9264485,256,02210
138,6765740db32351fcb41734d7b745862a,2010-05-30 17:36:42.401000,Running,42.370676,-71.123849,4553.06187496,25,02138
139,066ba4fdef15455d41fb08b49718d603,2010-05-30 20:50:10.135000,Cycling,42.30783,-71.109881,13940.5792107,69,02130
140,9284f988ec11a6b4fc5728274202b431,2010-05-30 23:49:22.873000,Running,42.342457,-71.140528,5838.9825951,94,02446
141,f3567345c7c234250e8b95941464ccfb,2010-05-31 02:06:12.204000,Running,42.354152,-71.083827,2870.96741094,31,02116
142,4c3be0d7df6e187411503dd39a9fd117,2010-05-31 13:48:21.332000,Running,42.27167,-71.18063,1608.26354092,48,6900
143,a750df374e978d75fc289a1ed69b8fa5,2010-05-31 18:09:17.757000,Running,42.353497,-71.049321,20541.281748,148,02210
144,f78c0fce2d469ebd38f34b3c065f5da5,2010-06-01 13:16:49.083000,Running,42.350759,-71.116087,9603.23312227,15,02215
145,beab81e92b026365538b51eaeefc7d6e,2010-06-02 02:34:55.749000,Running,42.23692,-71.09936,6188.2359966,48,02186
146,6249febf1cda247a2288599ee8d1bbfe,2010-06-02 11:24:03.612000,Walking,42.353792,-71.053584,3134.18218922,23,02210
147,c15051fe2f3129da773039b3438a534f,2010-06-02 13:50:41.255000,Running,42.352249,-71.088717,11410.5045323,84,02115
148,206f44eaa3340df2e9a309a9264e6867,2010-06-02 14:01:05.768000,Running,42.3366,-71.14705,5592.25406436,51,02445
149,33b94e46db833ac1b8bfc10ff0cf3d31,2010-06-02 14:57:52.294000,Running,42.341166,-71.126228,5311.36965396,46,2003
150,85ac7703074ffae5640a6493469cad85,2010-06-03 00:53:33.696000,Cycling,42.36772,-71.23679,13560.4834155,145,02453
151,2f8abb4e389d52e425a8e68d2b415651,2010-06-04 12:47:28.888000,Running,42.35838,-71.10488,3217.80642751,29,02139
152,75537d3aec4909c0219dca61b0b48a1a,2010-06-04 17:22:06.983000,Running,42.34915,-71.03957,13341.1672657,367,02210
153,dca619786b3cb2f71a97fdce7dc76e75,2010-06-04 23:06:03.305000,Running,42.33814,-71.13968,10540.992614,191,02445
154,e73f80f00d773719215b7df3b166c197,2010-06-05 18:01:14.674000,Running,42.34915,-71.03957,17205.2028113,257,02210
155,f7792067361545d96f4e64a2bc7c9cff,2010-06-05 20:54:01.039000,Running,42.352218,-71.088857,16409.0495631,110,02115
156,6816ad076e2d7cef23ae913bd4407f21,2010-06-08 15:06:07.338000,Running,42.389197,-71.051416,1174.20973422,19,02150
157,190544a0101e3ba3a4652cc900f7575a,2010-06-09 18:40:30.805000,Running,42.372932,-71.121633,4765.99606043,59,02138
158,c59de8321af6dd132917ce21824a5019,2010-06-09 19:05:56.244000,Running,42.275,-71.17645,6577.18374454,96,6919
159,9b970f4a50650d5727818bcd447ecac8,2010-06-13 21:42:48.411000,Cycling,42.384486,-71.119489,10323.1364946,25,1804
160,361974cb04a717dd5c1f89ca3bd32d87,2010-06-14 02:04:48.603000,Running,42.355028,-71.110336,8187.12329818,29,02139
161,dc689eca6ff2794890b4680683981e98,2010-06-14 02:32:33.005000,Running,42.342499,-71.094973,4814.04323288,35,02215
162,a07fad3e0eaa333da117e3e0c7afda07,2010-06-15 13:26:54.405000,Running,42.34045,-71.11255,1862.27752601,19,5416
163,c4df8ccd93ef28be5c004cd912d4e54b,2010-06-15 20:24:03.176000,Cycling,42.39716,-71.24937,16225.71825,160,02451
164,e0c41eeff5830a38fd45684204de1a80,2010-06-15 20:52:03.956000,Cycling,42.364484,-71.063337,8490.03282742,144,02114
165,f0e5c641fb6ae9d57bb7412b2e270ae6,2010-06-15 23:25:54.401000,Running,42.35624,-71.06223,5191.93112046,48,US
166,2a331c3e61cfb0c9eac1a84f3f56fbbe,2010-06-16 23:15:51.895000,Running,42.382964,-71.0937,6538.44146351,67,1908
167,636cc97822a0d7c4cb082a8c6434de6b,2010-06-19 11:21:07.220000,Running,42.347609,-71.101353,13118.1375259,5,02215
168,9da50d9d118c83fd326cacab4bb1b6e5,2010-06-19 17:50:39.724000,Running,42.39179,-71.12385,9784.92010238,120,1314
169,ead71a19dc1671214cfb166bcf64b044,2010-06-20 14:16:13.248000,Walking,42.359297,-71.059513,17215.5482523,94,02108
170,6d285dd476126e7d907067a7ef8b8bc8,2010-06-20 16:28:26.131000,Cycling,42.35712,-71.09254,31104.0227711,506,02142
171,af1f2d0f939a508924c01784bd704983,2010-06-21 16:05:33.772000,Running,42.33822,-71.14045,9869.42473564,86,02445
172,686932598ea3907acd9c53869ea5c0b5,2010-06-21 16:06:18.254000,Running,42.33822,-71.14045,11179.1055126,96,02445
173,c90c861c79fb02bef90c37c1e82e2572,2010-06-21 16:07:24.330000,Running,42.33822,-71.14045,8616.87083618,99,02445
174,e4fda3a60341aa496d1618e61f5ef551,2010-06-21 16:08:16.861000,Running,42.33822,-71.14045,13543.048158,119,02445
175,620014f57c5b7561677d68d80f0ddad2,2010-06-21 21:14:07.057000,Running,42.34417,-71.15348,11867.3026889,138,02135
176,bd6a86c710538b87c0b100e3faa148ba,2010-06-22 12:08:02.912000,Running,42.343515,-71.064205,13414.845909,149,2212
177,f8bdc0897727c1c5644c05da7cf28804,2010-06-22 16:15:40.038000,Cycling,42.371427,-71.118915,6206.6347506,31,02138
178,3007a7678fa9b9d6834b0400647dcebf,2010-06-22 16:24:18.326000,Cycling,42.364356,-71.063318,7249.87949894,36,1500
179,2684d4bc10c250650a789a3e5db604e6,2010-06-22 18:57:31.456000,Running,42.341605,-71.097216,2604.82999317,29,02215
180,2b984fad961a0011b0c68917588c80c2,2010-06-23 16:18:01.521000,Walking,42.341798,-71.123105,814.802235384,12,02446
181,95336b8a2b3c85fc6b9f3dfeec2642dc,2010-06-23 21:36:49.373000,Running,42.33731,-71.1251,4311.20836793,25,02446
182,f0057d161f2034ed1577d1bf86779b02,2010-06-23 22:17:31.386000,Walking,42.34138,-71.12366,799.947464485,12,02446
183,71c7abd19e7e51502430d68f40826b13,2010-06-24 02:50:20.431000,Running,42.367402,-71.118943,7467.90783659,48,02163
184,e4a30ef3faff5543a9c7b8e7651a9120,2010-06-24 15:52:35.262000,Running,42.355998,-71.069386,5644.21615978,20,02108
185,ca8ac5430c89cc78de1a7f7097eeebdb,2010-06-24 17:39:14.230000,Running,42.3477,-71.04498,9930.80834355,110,02210
186,b05191e5e975c2b0478a6dfe8caab225,2010-06-24 17:46:02.504000,Running,42.348331,-71.046414,7184.89268687,69,02210
187,096de82d39dc982092a706224120e205,2010-06-24 22:13:59.072000,Running,42.275,-71.17645,7857.56930642,117,6919
188,5bca2b1317138e3742216e12fcefe27d,2010-06-26 02:10:19.521000,Running,42.364462,-71.116067,3580.37422255,62,02139
189,ddf2c73b107133e732058a02f81b00d4,2010-06-26 18:39:09.788000,Running,42.360698,-71.071778,5118.22643023,72,3203
190,80e0263d82f78f44d9e20e4ca5f6ebf9,2010-06-27 13:39:38.280000,Running,42.3378,-71.20156,3483.0296722,71,02459
191,ba12fee1e235671683ebbddc71e84d54,2010-06-27 23:50:04.011000,Running,42.39524,-71.11604,5538.39523051,97,02144
192,7fbfb62e8a68eae8559e721683b9641d,2010-06-28 01:40:01.038000,Running,42.33178,-71.12453,7572.21928466,144,02445
193,f60e4983303e2b0cdd21db566d703bdc,2010-06-28 02:29:47.375000,Running,42.35609,-71.07368,5358.71035896,69,02114
194,5b3eefa4690d4141faef0ebbec94524d,2010-06-28 02:32:45.414000,Running,42.35481,-71.0748,6499.14202452,86,02116
195,fde7e5ae0f3d6fe96738a6021178f0dc,2010-06-28 18:02:31.582000,Running,42.34994,-71.04964,11527.8902184,191,02210
196,79317e275befa6e89d2e79216c30ebc1,2010-06-28 23:57:29.180000,Running,42.36734,-71.05793,11398.1323774,178,02113
197,23e81a0c6b6a5cb903b6f1b7ff0c57e4,2010-06-29 16:47:14.252000,Running,42.336235,-71.099212,4825.79717742,20,5902
198,4209db5f81048ed5574df1b65980d88f,2010-06-29 16:48:39.870000,Running,42.33779,-71.105134,1611.64623496,4,02115
199,5947a6c544462aa9d08293d91467068d,2010-06-29 18:13:01.284000,Running,42.350718,-71.111415,5176.86987719,60,02446
200,01811a0f062b6fa89244900bfa373d2d,2010-06-30 01:39:32.114000,Running,42.359098,-71.185184,4850.87348907,31,02458
201,a221425fbee61d144d46120136fc4edc,2010-06-30 02:00:28.113000,Running,42.37028,-71.11786,9967.25222984,129,02138
202,5a5480040728cf0c43293d227ae6cc8f,2010-06-30 02:17:21.115000,Running,42.37025,-71.11775,12450.333126,185,02138
203,adcf7b8ba784325e6953ce30e5c92528,2010-06-30 17:34:24.586000,Running,42.362864,-71.091496,6621.89009987,73,02139
204,2ff17d83f8561ea39772b99fdf563620,2010-06-30 18:11:28.630000,Running,42.38138,-71.100004,4970.59623459,4,02143
205,42c9b18ce4a2cf9bc7db8b27cc47a164,2010-06-30 19:46:01.757000,Running,42.348575,-71.137601,8176.21447426,71,02134
206,17e9c20e51e0aa033a153bad84aac1a0,2010-07-01 02:53:34.732000,Running,42.30765,-71.12847,8496.93249063,125,3038
207,f0dfba48d8d2e3c3b8c6035d0e62bd06,2010-07-01 13:39:20.575000,Running,42.341698,-71.057242,921.325396082,6,02127
208,7ebb71d6fb20ab1730795562f37a7088,2010-07-01 18:02:17.492000,Running,42.333936,-71.035353,5395.98389657,53,3123
209,1755a3400f52dcbdc8de0d3d4c6c3e34,2010-07-01 19:09:24.799000,Running,42.33347,-71.10616,6428.332411,128,3214
210,d845f0156c55821e9df20e398aa1ba8a,2010-07-02 02:31:50.568000,Running,42.40344,-71.12757,9874.64806976,189,1742
